timestamp,elapsed_min,disk_mb
2026-08-05 10:25:29,0,49
2026-08-05 10:25:41,0,49
2026-08-05 10:25:54,0,49
2026-08-05 10:26:07,0,50
2026-08-05 10:26:20,0,50
2026-08-05 10:26:33,1,50
2026-08-05 10:26:46,1,50
2026-08-05 10:27:00,1,50
2026-08-05 10:27:13,1,51
2026-08-05 10:27:26,1,51
2026-08-05 10:27:41,2,51
2026-08-05 10:27:53,2,51
2026-08-05 10:28:07,2,51
2026-08-05 10:28:20,2,52
2026-08-05 10:28:33,3,52
2026-08-05 10:28:47,3,52
2026-08-05 10:29:00,3,52
2026-08-05 10:29:14,3,52
2026-08-05 10:29:28,3,52
2026-08-05 10:29:40,4,52
2026-08-05 10:29:54,4,50
2026-08-05 10:30:07,4,50
2026-08-05 10:30:20,4,49
2026-08-05 10:30:33,5,65
2026-08-05 10:30:46,5,65
2026-08-05 10:31:00,5,65
2026-08-05 10:31:14,5,66
2026-08-05 10:31:29,6,66
2026-08-05 10:31:44,6,67
2026-08-05 10:31:56,6,67
2026-08-05 10:32:11,6,67
2026-08-05 10:32:25,6,67
2026-08-05 10:32:40,7,67
2026-08-05 10:32:55,7,67
2026-08-05 10:33:09,7,67
2026-08-05 10:33:23,7,67
2026-08-05 10:33:37,8,67
2026-08-05 10:33:51,8,67
2026-08-05 10:34:05,8,67
2026-08-05 10:34:19,8,67
2026-08-05 10:34:33,9,67
2026-08-05 10:34:48,9,67
2026-08-05 10:35:03,9,67
2026-08-05 10:35:17,9,67
2026-08-05 10:35:31,10,67
2026-08-05 10:35:44,10,67
2026-08-05 10:35:58,10,67
2026-08-05 10:36:12,10,67
2026-08-05 10:36:26,10,67
2026-08-05 10:36:41,11,67
2026-08-05 10:36:55,11,67
2026-08-05 10:37:10,11,67
2026-08-05 10:37:24,11,68
2026-08-05 10:37:53,12,68
2026-08-05 10:38:08,12,68
2026-08-05 10:38:23,12,68
2026-08-05 10:38:37,13,68
2026-08-05 10:38:50,13,68
2026-08-05 10:39:05,13,68
2026-08-05 10:39:20,13,68
2026-08-05 10:39:33,14,69
2026-08-05 10:39:47,14,69
2026-08-05 10:40:00,14,69
2026-08-05 10:40:13,14,69
2026-08-05 10:40:27,14,70
2026-08-05 10:40:42,15,70
2026-08-05 10:40:56,15,70
2026-08-05 10:41:10,15,70
2026-08-05 10:41:25,15,69
2026-08-05 10:41:39,16,70
2026-08-05 10:41:53,16,70
2026-08-05 10:42:08,16,70
2026-08-05 10:42:21,16,70
2026-08-05 10:42:36,17,70
2026-08-05 10:42:50,17,70
2026-08-05 10:43:04,17,70
2026-08-05 10:43:19,17,70
2026-08-05 10:43:32,18,70
2026-08-05 10:43:45,18,70
2026-08-05 10:43:58,18,70
2026-08-05 10:44:11,18,70
2026-08-05 10:44:23,18,70
2026-08-05 10:44:36,19,70
2026-08-05 10:44:49,19,70
2026-08-05 10:45:02,19,70
2026-08-05 10:45:15,19,70
2026-08-05 10:45:29,20,71
2026-08-05 10:45:41,20,71
2026-08-05 10:45:54,20,71
2026-08-05 10:46:06,20,71
2026-08-05 10:46:18,20,71
2026-08-05 10:46:30,21,71
2026-08-05 10:46:42,21,71
2026-08-05 10:46:54,21,71
2026-08-05 10:47:06,21,71
2026-08-05 10:47:18,21,71
2026-08-05 10:47:30,22,71
2026-08-05 10:47:42,22,71
2026-08-05 10:47:54,22,71
2026-08-05 10:48:06,22,73
2026-08-05 10:48:30,23,73
2026-08-05 10:48:42,23,73
2026-08-05 10:48:54,23,74
2026-08-05 10:49:06,23,74
2026-08-05 10:49:18,23,74
2026-08-05 10:49:30,24,74
2026-08-05 10:49:42,24,76
2026-08-05 10:49:54,24,76
2026-08-05 10:50:06,24,76
2026-08-05 10:50:18,24,76
