timestamp,elapsed_min,disk_mb
2026-08-05 13:15:39,0,49
2026-08-05 13:15:51,0,49
2026-08-05 13:16:02,0,49
2026-08-05 13:16:14,0,50
2026-08-05 13:16:26,0,50
2026-08-05 13:16:38,0,51
2026-08-05 13:16:49,1,52
2026-08-05 13:17:01,1,53
2026-08-05 13:17:12,1,53
2026-08-05 13:17:24,1,53
2026-08-05 13:17:35,1,54
2026-08-05 13:17:47,2,54
2026-08-05 13:17:59,2,54
2026-08-05 13:18:11,2,54
2026-08-05 13:18:22,2,55
2026-08-05 13:18:34,2,55
2026-08-05 13:18:46,3,55
2026-08-05 13:18:57,3,55
2026-08-05 13:19:09,3,57
2026-08-05 13:19:20,3,57
2026-08-05 13:19:32,3,57
2026-08-05 13:19:44,4,58
2026-08-05 13:19:55,4,59
2026-08-05 13:20:07,4,59
2026-08-05 13:20:19,4,73
2026-08-05 13:20:30,4,73
2026-08-05 13:20:42,5,73
2026-08-05 13:20:54,5,72
2026-08-05 13:21:05,5,73
2026-08-05 13:21:17,5,73
2026-08-05 13:21:29,5,73
2026-08-05 13:21:40,6,74
2026-08-05 13:21:52,6,74
2026-08-05 13:22:04,6,76
2026-08-05 13:22:16,6,76
2026-08-05 13:22:27,6,76
2026-08-05 13:22:39,7,76
2026-08-05 13:22:51,7,76
2026-08-05 13:23:02,7,76
2026-08-05 13:23:14,7,78
2026-08-05 13:23:26,7,78
2026-08-05 13:23:37,7,79
2026-08-05 13:23:49,8,79
2026-08-05 13:24:00,8,81
2026-08-05 13:24:12,8,81
2026-08-05 13:24:23,8,81
2026-08-05 13:24:35,8,83
2026-08-05 13:24:46,9,83
2026-08-05 13:24:58,9,83
2026-08-05 13:25:10,9,83
2026-08-05 13:25:22,9,83
2026-08-05 13:25:33,9,83
2026-08-05 13:25:45,10,83
2026-08-05 13:25:56,10,84
2026-08-05 13:26:08,10,84
2026-08-05 13:26:19,10,81
2026-08-05 13:26:31,10,81
2026-08-05 13:26:43,11,81
2026-08-05 13:26:54,11,81
2026-08-05 13:27:06,11,81
2026-08-05 13:27:18,11,81
2026-08-05 13:27:29,11,82
2026-08-05 13:27:41,12,82
2026-08-05 13:27:52,12,82
2026-08-05 13:28:04,12,82
2026-08-05 13:28:16,12,86
2026-08-05 13:28:27,12,86
2026-08-05 13:28:39,13,87
2026-08-05 13:28:51,13,87
2026-08-05 13:29:02,13,87
2026-08-05 13:29:14,13,87
2026-08-05 13:29:25,13,87
2026-08-05 13:29:37,13,87
2026-08-05 13:29:49,14,89
2026-08-05 13:30:00,14,89
2026-08-05 13:30:12,14,89
2026-08-05 13:30:23,14,93
2026-08-05 13:30:35,14,93
2026-08-05 13:30:47,15,97
2026-08-05 13:30:58,15,97
2026-08-05 13:31:10,15,97
2026-08-05 13:31:21,15,97
2026-08-05 13:31:33,15,97
2026-08-05 13:31:45,16,97
2026-08-05 13:31:56,16,97
2026-08-05 13:32:07,16,99
2026-08-05 13:32:19,16,99
2026-08-05 13:32:31,16,98
2026-08-05 13:32:42,17,99
2026-08-05 13:32:54,17,99
2026-08-05 13:33:05,17,99
2026-08-05 13:33:17,17,99
2026-08-05 13:33:28,17,99
2026-08-05 13:33:40,18,99
2026-08-05 13:33:51,18,99
2026-08-05 13:34:03,18,99
2026-08-05 13:34:15,18,99
2026-08-05 13:34:26,18,99
2026-08-05 13:34:38,18,99
2026-08-05 13:34:50,19,99
2026-08-05 13:35:01,19,99
2026-08-05 13:35:13,19,99
2026-08-05 13:35:25,19,99
2026-08-05 13:35:36,19,99
2026-08-05 13:35:48,20,99
2026-08-05 13:36:00,20,99
2026-08-05 13:36:12,20,99
2026-08-05 13:36:24,20,99
2026-08-05 13:36:36,20,99
2026-08-05 13:36:47,21,99
2026-08-05 13:36:59,21,99
2026-08-05 13:37:11,21,94
2026-08-05 13:37:22,21,94
2026-08-05 13:37:34,21,96
2026-08-05 13:37:46,22,98
2026-08-05 13:37:57,22,98
2026-08-05 13:38:09,22,98
2026-08-05 13:38:20,22,98
2026-08-05 13:38:32,22,98
2026-08-05 13:38:44,23,98
2026-08-05 13:38:56,23,98
2026-08-05 13:39:07,23,98
2026-08-05 13:39:19,23,98
2026-08-05 13:39:31,23,98
2026-08-05 13:39:42,24,98
2026-08-05 13:39:54,24,98
2026-08-05 13:40:05,24,98
2026-08-05 13:40:17,24,98
2026-08-05 13:40:29,24,98
